make_year,mileage_kmpl,engine_cc,fuel_type,owner_count,brand,transmission,color,service_history,accidents_reported,insurance_valid,actual_price_usd,predicted_price_usd
2018,23.99,2500,Petrol,3,Chevrolet,Automatic,Red,Full,0,Yes,7917.48,9270.691960134445
1999,18.67,4000,Diesel,5,Tesla,Manual,Gray,Full,2,Yes,6133.33,6965.862052171169
2006,20.13,1500,Diesel,1,Kia,Automatic,Blue,Full,0,Yes,5966.81,6448.249570967037
2019,24.57,4000,Electric,4,Ford,Manual,White,Full,0,Yes,13764.45,14208.4122446226
1996,19.64,4000,Electric,1,Chevrolet,Automatic,Red,Full,0,No,10746.4,11744.256524961864
1998,24.96,800,Diesel,2,Kia,Manual,White,Full,1,Yes,4552.67,4339.0703521454
2000,14.99,2500,Petrol,3,Chevrolet,Automatic,Blue,Full,0,Yes,6084.83,5427.378319866689
2014,18.71,2500,Petrol,1,Nissan,Manual,Red,Partial,3,Yes,9316.85,9034.59923212094
2020,21.6,2000,Petrol,1,Tesla,Manual,Gray,Full,0,No,10345.52,9433.672292082567
1998,17.35,1800,Petrol,1,Honda,Automatic,Black,,0,No,6352.87,5470.625737275863
2005,20.45,3000,Diesel,2,Chevrolet,Automatic,Red,Partial,1,Yes,8093.83,8152.767629512027
2013,13.95,5000,Diesel,1,Volkswagen,Manual,Blue,Partial,0,Yes,12546.65,12003.63410183161
2001,15.14,5000,Diesel,5,Hyundai,Automatic,White,,0,Yes,6600.88,8387.24233419436
1998,18.05,1500,Petrol,4,Hyundai,Automatic,Red,Partial,0,No,2626.17,3618.0511511842296
2005,25.72,1000,Diesel,2,Kia,Manual,White,,2,Yes,7212.6,5775.301690391418
2007,9.23,2500,Diesel,2,Ford,Manual,Blue,Full,2,No,6006.35,6294.4546733548195
2010,16.5,3000,Electric,4,BMW,Automatic,Silver,Full,0,Yes,11208.1,10460.976493477425
2003,16.27,1200,Petrol,5,Honda,Manual,Black,Full,0,Yes,2780.39,3182.4915521421535
2013,17.21,800,Petrol,1,Honda,Manual,White,Full,0,Yes,6793.84,6133.05779091304
2004,10.59,4000,Diesel,1,Chevrolet,Manual,Black,Full,3,Yes,9664.2,8764.05307989374
2011,21.76,1800,Petrol,5,Nissan,Automatic,Gray,Partial,0,Yes,5567.27,5887.2810628161615
2003,28.98,3000,Diesel,2,Chevrolet,Manual,Gray,Full,0,No,7850.5,8835.879418192939
1998,18.1,800,Petrol,4,Hyundai,Automatic,Gray,Full,0,Yes,1952.58,2476.068695896999
2011,22.92,3000,Diesel,2,Tesla,Manual,White,Full,0,No,10744.61,9295.733295127364
2023,8.31,1000,Petrol,2,Volkswagen,Automatic,Red,Full,0,No,6064.23,6466.431025739552
2022,12.65,800,Petrol,5,Toyota,Manual,Black,Partial,1,Yes,5735.84,4949.939523820355
2009,15.21,2000,Diesel,5,Nissan,Manual,Gray,Full,1,No,4729.1,5127.453239692018
1996,16.37,2000,Electric,4,Chevrolet,Automatic,Red,Partial,1,Yes,6328.84,6861.78517220393
2023,22.38,4000,Electric,5,Tesla,Manual,Blue,Full,0,No,14299.33,14014.34996696801
2001,18.17,1500,Petrol,4,Toyota,Automatic,Blue,Full,0,Yes,3694.58,3988.2598444773603
2004,14.68,1200,Petrol,5,Kia,Automatic,Black,Partial,0,Yes,3624.2,3132.696980296787
2009,21.92,1500,Diesel,2,Hyundai,Manual,Black,Partial,0,Yes,5973.91,6628.909859831954
2015,16.57,800,Petrol,1,Chevrolet,Automatic,Black,Partial,1,Yes,6167.56,6341.562518538616
2008,6.8,2000,Petrol,1,Ford,Manual,Black,Full,0,Yes,8211.62,5894.5324786816145
1996,20.02,2000,Diesel,5,Kia,Manual,Blue,Full,0,Yes,5131.96,3724.5166116998644
2007,24.75,4000,Petrol,5,Chevrolet,Manual,Red,,1,Yes,8721.55,8980.04548985362
2004,16.72,2500,Electric,4,Toyota,Automatic,White,Full,0,No,9164.29,8847.246938099515
2003,13.79,1000,Electric,2,Toyota,Automatic,White,Partial,0,Yes,8559.75,7045.423301243445
2018,16.95,1200,Petrol,5,Ford,Automatic,White,Partial,0,Yes,7552.9,5460.691594783813
2007,26.09,5000,Petrol,4,Tesla,Automatic,Gray,,0,Yes,10426.68,11036.985870412049
2013,12.49,2000,Petrol,1,Honda,Manual,Black,Full,2,Yes,6846.98,7373.331715576044
2001,15.59,1800,Diesel,3,Ford,Manual,Red,Partial,0,Yes,4459.11,4669.315482041406
2017,16.38,1500,Petrol,4,Honda,Manual,Silver,Partial,0,Yes,7601.76,6171.50345153163
2011,18.42,2000,Diesel,1,Kia,Manual,Silver,Full,1,Yes,8772.84,7730.493837792121
1996,15.6,1000,Petrol,2,Honda,Manual,Gray,,0,Yes,4845.24,3187.5936645412876
2013,25.14,1200,Diesel,5,Ford,Automatic,Silver,Partial,1,Yes,3815.02,5681.60534393273
2015,20.29,1200,Electric,4,Ford,Manual,Blue,Full,1,Yes,8659.49,8875.089602640148
2005,22.62,5000,Diesel,4,Tesla,Manual,Black,Full,1,Yes,10157.64,10355.975027071065
1995,20.55,800,Petrol,5,Kia,Automatic,Blue,Partial,1,Yes,1000.0,1859.459224258596
2003,8.87,5000,Diesel,1,Tesla,Manual,Silver,Full,0,Yes,10510.36,9816.203506726717
2015,28.59,3000,Diesel,5,BMW,Manual,Blue,Partial,2,No,8600.77,9184.849291545022
2003,13.23,3000,Petrol,1,Hyundai,Manual,Red,Full,0,Yes,8201.1,7440.306032402629
2016,15.63,4000,Diesel,3,Volkswagen,Manual,Gray,Partial,0,Yes,9149.28,10190.128071284656
2006,21.38,2500,Diesel,1,Tesla,Automatic,Black,Full,1,No,7248.65,8134.998857026766
2023,18.28,2000,Petrol,4,Ford,Manual,White,Partial,0,Yes,8931.25,8035.999236869091
2013,5.0,1500,Diesel,1,Volkswagen,Manual,Black,Full,0,Yes,7161.36,5743.6252952019295
2016,25.78,3000,Petrol,3,Hyundai,Manual,Silver,Partial,0,Yes,10615.74,9841.580682918755
2023,22.7,800,Diesel,5,Chevrolet,Manual,Black,Partial,1,No,6223.27,6341.548701500652
2020,23.83,2500,Diesel,2,Ford,Manual,Silver,Full,1,Yes,10338.15,9961.567887120722
2003,21.14,2500,Petrol,3,Tesla,Manual,Black,Partial,1,No,6146.34,6662.610592296338
2010,18.05,2500,Electric,5,Nissan,Automatic,White,,0,Yes,9645.62,9386.487353750475
2006,15.98,2000,Petrol,2,Hyundai,Automatic,Gray,Partial,0,Yes,7787.66,6180.045752737229
2005,14.29,1200,Diesel,3,Ford,Automatic,Silver,Partial,0,No,5106.9,4188.701827176067
2011,20.69,4000,Petrol,1,Hyundai,Automatic,White,Partial,0,Yes,10382.93,11002.52354226066
2021,17.87,2500,Petrol,4,Nissan,Manual,Black,Partial,0,Yes,8285.54,8467.000010090582
1998,14.5,2000,Diesel,5,Tesla,Automatic,Gray,,0,Yes,1799.81,3329.741753810872
2013,23.81,1500,Petrol,1,Nissan,Automatic,Red,Full,0,Yes,7660.67,8009.99911025615
2023,15.95,4000,Petrol,5,Hyundai,Automatic,Blue,,1,Yes,10982.86,10222.023480666126
2017,12.48,3000,Diesel,2,Ford,Automatic,Red,Full,1,No,8375.75,9009.214937872259
2011,12.63,1500,Petrol,5,Honda,Automatic,Silver,,0,Yes,3748.27,4351.276989383566
2017,21.03,1200,Electric,4,Volkswagen,Manual,Red,Full,0,Yes,9866.63,9401.418618643089
2012,17.04,4000,Petrol,3,Ford,Manual,Black,,2,Yes,9236.3,9746.154257214535
2006,17.33,800,Diesel,2,Chevrolet,Manual,Gray,Full,2,Yes,4555.31,4560.357262814061
2007,15.99,2500,Diesel,3,Chevrolet,Automatic,White,Full,0,Yes,7661.81,6635.190724408777
1998,22.09,2000,Diesel,5,Toyota,Manual,Black,Full,0,Yes,3709.12,4315.129192261627
2017,21.61,1000,Electric,2,Toyota,Manual,Red,Full,0,Yes,11238.85,10096.999900762185
1995,16.62,3000,Electric,3,Ford,Manual,Red,Full,0,Yes,8803.76,8708.74368732837
1995,7.35,800,Diesel,5,Nissan,Automatic,Blue,Partial,0,No,1000.0,300.6166610658456
2023,19.49,2500,Diesel,5,Chevrolet,Manual,Blue,Full,0,Yes,7845.34,8405.002097953866
2020,18.86,2000,Diesel,2,Honda,Manual,Red,Partial,0,Yes,9797.62,8717.473148541863
2016,16.29,800,Diesel,5,Hyundai,Manual,Red,,0,Yes,5190.74,4504.5818372114345
2023,17.08,1500,Petrol,3,Ford,Manual,Blue,Full,0,Yes,7437.58,7592.506717368857
2019,10.84,1200,Petrol,3,Chevrolet,Manual,Gray,Full,0,No,5957.82,5840.117733564125
2007,16.18,1200,Petrol,3,Kia,Manual,Gray,,1,No,4270.02,4723.7003202937385
2020,19.86,3000,Electric,3,Toyota,Automatic,Black,Full,1,Yes,14781.81,12821.769954659667
2016,18.44,1200,Petrol,4,Tesla,Manual,Red,Full,0,Yes,6048.27,5827.597038366116
2002,22.91,2000,Diesel,5,Kia,Automatic,Red,Partial,1,Yes,6202.99,5061.1967038882485
2011,21.53,1500,Petrol,2,Chevrolet,Manual,Silver,Partial,0,Yes,5153.92,6841.905884001795
2017,9.5,1000,Petrol,5,Tesla,Automatic,Silver,,0,Yes,3018.98,4051.033276258391
2012,20.7,1000,Petrol,5,Toyota,Automatic,Blue,Full,0,Yes,4961.69,4694.140057410145
2015,18.01,1500,Diesel,1,Honda,Automatic,Blue,Partial,0,Yes,9699.69,7548.761082427802
2017,14.85,2000,Diesel,4,Nissan,Manual,Gray,Partial,1,Yes,8081.63,6727.277960111542
2001,15.05,3000,Petrol,5,BMW,Automatic,Gray,Partial,1,Yes,4936.14,5445.5520464607325
2003,19.68,2500,Diesel,5,Hyundai,Manual,Blue,Full,1,Yes,5393.4,5447.186344306415
2011,20.8,1500,Diesel,1,BMW,Automatic,Black,Full,2,Yes,7951.75,7393.789338473935
2009,24.29,2000,Diesel,2,Kia,Automatic,Blue,Full,1,Yes,6709.15,7659.655054570042
2005,22.49,5000,Diesel,4,Ford,Automatic,Gray,Full,0,Yes,9640.03,10337.161617370431
2009,23.0,1200,Diesel,4,Chevrolet,Manual,Red,Full,0,No,5059.93,5406.043329854081
1998,17.69,5000,Petrol,5,Nissan,Automatic,Black,Partial,1,No,5897.21,8323.14776145317
2013,23.6,1800,Petrol,5,Kia,Manual,Gray,Full,0,Yes,6255.85,6392.469382702359
2023,9.12,4000,Diesel,4,Chevrolet,Automatic,White,,0,Yes,10415.04,9936.957888698924
2008,16.51,2500,Petrol,4,Tesla,Automatic,Gray,Full,0,Yes,6626.06,6292.141952588214
2010,12.17,1500,Petrol,2,Toyota,Manual,White,Full,0,Yes,5447.34,5607.6280893849325
2014,14.93,5000,Electric,5,Chevrolet,Manual,Red,,0,Yes,13146.23,13341.81237373573
2016,14.63,1000,Electric,1,Volkswagen,Manual,Gray,Full,0,No,11408.78,9613.893228826137
2000,17.9,1500,Diesel,5,Kia,Manual,Silver,,0,Yes,4974.73,3323.6435574137868
